URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.3.1",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","ConceptMap/ASS-A33-AdministrativeGender-Sexe","hl7.fhir.r4.core"
https://mos.esante.gouv.fr/NOS/JDV_J27-GroupeTarifaireDependance-ROR/FHIR/JDV-J27-GroupeTarifaireDependance-ROR,20240126120000,active,"1.2.250.1.213.3.3.26",JDV_J27_GroupeTarifaireDependance_ROR,null,"Niveau de dépendance associé à un tarif d'un ESMS - ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J270-NCIT-CISIS/FHIR/JDV-J277-NCIT-CISIS,20240927120000,active,"1.2.250.1.213.1.1.5.796",JDV_J277_NCIT_CISIS,null,"Termes NCIT utilisés",,"Other"
https://mos.esante.gouv.fr/NOS/JDV_J275-EMDN-UPNOS/FHIR/JDV-J275-EMDN-UPNOS,20240927120000,active,"1.2.250.1.213.1.1.5.798",JDV_J275_EMDN_UPNOS,null,"Termes EMDN utilisés",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J278-UcumUniteMesure-UPNOS/FHIR/JDV-J278-UcumUniteMesure-UPNOS,20240927120000,active,"1.2.250.1.213.3.3.248",JDV_J278_UcumUniteMesure_UPNOS,null,"Termes UCUM utilisés",,"UCUM"
https://mos.esante.gouv.fr/NOS/JDV_J279-Loinc-UPNOS/FHIR/JDV-J279-Loinc-UPNOS,20240927120000,active,"1.2.250.1.213.1.1.5.800",JDV_J279_Loinc_UPNOS,null,"Termes LOINC utilisés",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J28-OuvertureAnnuelle-ROR/FHIR/JDV-J28-OuvertureAnnuelle-ROR,20200424120000,active,"1.2.250.1.213.3.3.28",JDV_J28_OuvertureAnnuelle_ROR,null,"Ouverture annuelle - ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J281-StatutsRessourcesMS/FHIR/JDV-J281-StatutsRessourcesMS,20240927120000,active,"1.2.250.1.213.3.4.219",JDV_J281_StatutsRessourcesMS,null,"Statut de l'évaluation et des événements",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J29-PublicPrisEnCharge-ROR/FHIR/JDV-J29-PublicPrisEnCharge-ROR,20240426120000,active,"1.2.250.1.213.3.3.30",JDV_J29_PublicPrisEnCharge_ROR,null,"Public pris en charge - ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J30-TemporaliteAccueil-ROR/FHIR/JDV-J30-TemporaliteAccueil-ROR,20200424120000,active,"1.2.250.1.213.3.3.32",JDV_J30_TemporaliteAccueil_ROR,null,"Temporalité accueil - ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J31-AideFinanciere-ROR/FHIR/JDV-J31-AideFinanciere-ROR,20200424120000,active,"1.2.250.1.213.3.3.34",JDV_J31_AideFinanciere_ROR,null,"Jeu de valeur de la nomenclature des aides financières - ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J32-TypeHabitation-ROR/FHIR/JDV-J32-TypeHabitation-ROR,20200424120000,active,"1.2.250.1.213.3.3.36",JDV_J32_TypeHabitation_ROR,null,"Type habitation - ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J33-CompetenceSpecifique-ROR/FHIR/JDV-J33-CompetenceSpecifique-ROR,20240426120000,active,"1.2.250.1.213.3.3.38",JDV_J33_CompetenceSpecifique_ROR,null,"Compétence spécifique - ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J34-CategorieOrganisation-ROR/FHIR/JDV-J34-CategorieOrganisation-ROR,20240927120000,active,"1.2.250.1.213.3.3.40",JDV_J34_CategorieOrganisation_ROR,null,"Catégorie d'organisation - ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J35-SpecialisationDePriseEnCharge-ROR/FHIR/JDV-J35-SpecialisationDePriseEnCharge-ROR,20240628120000,active,"1.2.250.1.213.3.3.42",JDV_J35_SpecialisationDePriseEnCharge_ROR,null,"Spécialisation de prise en charge - ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J36-TypeTarif-ROR/FHIR/JDV-J36-TypeTarif-ROR,20230630120000,active,"1.2.250.1.213.3.3.44",JDV_J36_TypeTarif_ROR,null,"Type tarif - ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J37-UcumUniteTemps/FHIR/JDV-J37-UcumUniteTemps,20240927120000,active,"1.2.250.1.213.3.3.45",JDV_J37_UcumUniteTemps,null,"UCUM - Unité de temps",,"UCUM"
https://mos.esante.gouv.fr/NOS/JDV_J38_ModeAcces-CISIS/FHIR/JDV-J38-ModeAcces-CISIS,20200424120000,active,"1.2.250.1.213.1.1.4.248",JDV_J38_ModeAcces_CISIS,null,"Mode d'accès pour accéder à un SI santé avec données patients - CI-SIS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J39-ConditionTarifaire-ROR/FHIR/JDV-J39-ConditionTarifaire-ROR,20200424120000,active,"1.2.250.1.213.3.3.47",JDV_J39_ConditionTarifaire_ROR,null,"Conditions d'accès à un tarif modulé",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J41-TypeHoraire-ROR/FHIR/JDV-J41-TypeHoraire-ROR,20240628120000,active,"1.2.250.1.213.3.3.51",JDV_J41_TypeHoraire_ROR,null,"Type horaire",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J42-TypeMaternite-ROR/FHIR/JDV-J42-TypeMaternite-ROR,20230217120000,active,"1.2.250.1.213.3.3.53",JDV_J42_TypeMaternite_ROR,null,"Type Maternité - ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J46-TypeEvenementNotification-CISIS/FHIR/JDV-J46-TypeEvenementNotification-CISIS,20220624120000,active,"1.2.250.1.213.1.1.5.101",JDV_J46_TypeEvenementNotification_CISIS,null,"Liste de types d'évènement pour lesquels une notification est possible","ConceptMap/ASS-A13-TypeEvenement-FluxStandardise","Internal"
https://mos.esante.gouv.fr/NOS/JDV_J47-FunctionCode-CISIS/FHIR/JDV-J47-FunctionCode-CISIS,20240126120000,active,"1.2.250.1.213.1.1.5.124",JDV_J47_FunctionCode_CISIS,null,"Jeux de valeurs des Rôles fonctionnels HL7 et CI-SIS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J48-ProfessionNonPS-CISIS/FHIR/JDV-J48-ProfessionNonPS-CISIS,20240426120000,active,"1.2.250.1.213.1.1.5.123",JDV_J48_ProfessionNonPS_CISIS,null,"Jeux de Valeurs des professions/spécialités des Non Ps",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J49-UcumUniteLongueur/FHIR/JDV-J49-UcumUniteLongueur,20240927120000,active,"1.2.250.1.213.3.3.56",JDV_J49_UcumUniteLongueur,null,"Unités de longueurs utilisées et référencées dans UCUM",,"UCUM"
https://mos.esante.gouv.fr/NOS/JDV_J50-AccessibiliteLieu-ROR/FHIR/JDV-J50-AccessibiliteLieu-ROR,20220826120000,active,"1.2.250.1.213.3.3.58",JDV_J50_AccessibiliteLieu_ROR,null,"Niveaux d'accessibilité d'un établissement recevant du public (ERP) - ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J51-FamilleActiviteOperationnelle-ROR/FHIR/JDV-J51-FamilleActiviteOperationnelle-ROR,20230127120000,active,"1.2.250.1.213.3.3.62",JDV_J51_FamilleActiviteOperationnelle_ROR,null,"Famille Activité Opérationnelle",,"Internal,Other"
https://mos.esante.gouv.fr/NOS/JDV_J52-AvailabilityStatus-CISIS/FHIR/JDV-J52-AvailabilityStatus-CISIS,20200424120000,active,"1.2.250.1.213.1.1.5.131",JDV_J52_AvailabilityStatus_CISIS,null,"Statut du document CI-SIS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J53-TypeRequeteGestionDossier-CISIS/FHIR/JDV-J53-TypeRequeteGestionDossier-CISIS,20200424120000,active,"1.2.250.1.213.1.1.5.132",JDV_J53_TypeRequeteGestionDossier_CISIS,null,"Code de requêtes de gestion de dossier CI-SIS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J54-Profession-ROR/FHIR/JDV-J54-Profession-ROR,20200626120000,active,"1.2.250.1.213.3.3.64",JDV_J54_Profession_ROR,null,"Profession de santé - ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J55-CategorieEG-ROR/FHIR/JDV-J55-CategorieEG-ROR,20240927120000,active,"1.2.250.1.213.3.3.65",JDV_J55_CategorieEG_ROR,null,"Catégories d'établissements FINESS ou hors FINESS et secteurs d'activité des cabinets",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J56-AuthorSpecialty-DMP/FHIR/JDV-J56-AuthorSpecialty-DMP,20240927120000,active,"1.2.250.1.213.1.1.5.1",JDV_J56_AuthorSpecialty_DMP,null,"Jeu de valeurs pour authorSpecialty",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J57-ClassCode-DMP/FHIR/JDV-J57-ClassCode-DMP,20230922120000,active,"1.2.250.1.213.1.1.5.6",JDV_J57_ClassCode_DMP,null,"Jeu de valeurs pour métadonnée classCode","ConceptMap/ASS-X16-CorrespondanceType-Classe-DMP","Internal"
https://mos.esante.gouv.fr/NOS/JDV_J58-ConfidentialityCode-DMP/FHIR/JDV-J58-ConfidentialityCode-DMP,20200424120000,active,"1.2.250.1.213.1.1.5.9",JDV_J58_ConfidentialityCode_DMP,null,"Jeu de valeurs pour métadonnée confidentialityCode",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J59-ContentTypeCode-DMP/FHIR/JDV-J59-ContentTypeCode-DMP,20240927120000,active,"1.2.250.1.213.1.1.5.2",JDV_J59_ContentTypeCode_DMP,null,"Jeu de valeurs pour contentTypeCode",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J60-FormatCode-DMP/FHIR/JDV-J60-FormatCode-DMP,20240927120000,active,"1.2.250.1.213.1.1.5.8",JDV_J60_FormatCode_DMP,null,"Jeu de valeurs pour métadonnée formatCode",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J61-HealthcareFacilityTypeCode-DMP/FHIR/JDV-J61-HealthcareFacilityTypeCode-DMP,20240927120000,active,"1.2.250.1.213.1.1.5.3",JDV_J61_HealthcareFacilityTypeCode_DMP,null,"Jeu de valeurs pour healthcareFacilityTypeCode",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J62-PracticeSettingCode-DMP/FHIR/JDV-J62-PracticeSettingCode-DMP,20230922120000,active,"1.2.250.1.213.1.1.5.4",JDV_J62_PracticeSettingCode_DMP,null,"Jeu de valeurs pour practiceSettingCode",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J64-RestrictionAudienceVIHF-DMP/FHIR/JDV-J64-RestrictionAudienceVIHF-DMP,20200424120000,active,"1.2.250.1.213.1.1.5.97",JDV_J64_RestrictionAudienceVIHF_DMP,null,"Restriction d'audience pour les traces des VIHF",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J65-SubjectRole-DMP/FHIR/JDV-J65-SubjectRole-DMP,20240927120000,active,"1.2.250.1.213.1.1.5.5",JDV_J65_SubjectRole_DMP,null,"Jeu de valeurs pour subjectRole",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J66-TypeCode-DMP/FHIR/JDV-J66-TypeCode-DMP,20240927120000,active,"1.2.250.1.213.1.1.5.7",JDV_J66_TypeCode_DMP,null,"Jeu de valeurs pour métadonnée typeCode DMP","ConceptMap/ASS-X16-CorrespondanceType-Classe-DMP","Internal"
https://mos.esante.gouv.fr/NOS/JDV_J67-TraitementDocument-CISIS/FHIR/JDV-J67-TraitementDocument-CISIS,20200424120000,active,"1.2.250.1.213.1.1.5.460",JDV_J67_TraitementDocument_CISIS,null,"Traitement du document-CISIS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J68-ProfilAccesReferentiel-ROR/FHIR/JDV-J68-ProfilAccesReferentiel-ROR,20230127120000,active,"1.2.250.1.213.3.3.66",JDV_J68_ProfilAccesReferentiel_ROR,null,"Liste des rôles métiers définis dans la politique d'accès au ROR",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J69-ActiviteOperationnelle-Santefr/FHIR/JDV-J69-ActiviteOperationnelle-Santefr,20240531120000,active,"1.2.250.1.213.3.3.68",JDV_J69_ActiviteOperationnelle_Santefr,null,"Activités opérationnelles de Santé.fr",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J70-Equipement-Santefr/FHIR/JDV-J70-Equipement-Santefr,20240426120000,active,"1.2.250.1.213.3.3.69",JDV_J70_Equipement_Santefr,null,"Equipements Santé.fr",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J71-ProfessionFonction-MSSante/FHIR/JDV-J71-ProfessionFonction-MSSante,20231030120000,active,"1.2.250.1.213.1.9.1.2",JDV_J71_ProfessionFonction_MSSante,null,"Professions et fonctions MSSanté",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J72-TypeProfessionFonction-MSSante/FHIR/JDV-J72-TypeProfessionFonction-MSSante,20200424120000,active,"1.2.250.1.213.1.9.1.3",JDV_J72_TypeProfessionFonction_MSSante,null,"Type des fonctions et des professions acceptées dans MS Santé",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J73-MetierPharmacien-RASS/FHIR/JDV-J73-MetierPharmacien-RASS,20210528120000,active,"1.2.250.1.213.1.6.1.141",JDV_J73_MetierPharmacien_RASS,null,"Ensemble des sections et sous-sections du tableau du CNOP dans le RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J74-Pays-RASS/FHIR/JDV-J74-Pays-RASS,20240126120000,retired,"1.2.250.1.213.1.6.1.142",JDV_J74_Pays_RASS,null,"Pays (codes INSEE) du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J75-TypeAutorisation-RASS/FHIR/JDV-J75-TypeAutorisation-RASS,20240628120000,active,"1.2.250.1.213.1.6.1.143",JDV_J75_TypeAutorisation_RASS,null,"Type d'autorisation d'exercice pour accès à l'exercice de la profession du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J76-DisciplineAutorisation-RASS/FHIR/JDV-J76-DisciplineAutorisation-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.144",JDV_J76_DisciplineAutorisation_RASS,null,"Discipline à laquelle l'autorisation d'exercice est restreinte dans le RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J77-TypeIdentifiantPersonne-RASS/FHIR/JDV-J77-TypeIdentifiantPersonne-RASS,20200529120000,active,"1.2.250.1.213.1.6.1.145",JDV_J77_TypeIdentifiantPersonne_RASS,null,"Type d'identifiant national de personne physique du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J78-Civilite-RASS/FHIR/JDV-J78-Civilite-RASS,20221216120000,active,"1.2.250.1.213.1.6.1.146",JDV_J78_Civilite_RASS,null,"Civilités des personnes physiques du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J79-CiviliteExercice-RASS/FHIR/JDV-J79-CiviliteExercice-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.147",JDV_J79_CiviliteExercice_RASS,null,"Civilités d'exercice d'un professionnel du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J80-Sexe-RASS/FHIR/JDV-J80-Sexe-RASS,20231215120000,active,"1.2.250.1.213.1.6.1.148",JDV_J80_Sexe_RASS,null,"Sexe des professionnels du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J81-TypeDiplome-RASS/FHIR/JDV-J81-TypeDiplome-RASS,20230526120000,active,"1.2.250.1.213.1.6.1.149",JDV_J81_TypeDiplome_RASS,null,"Types de diplôme du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J82-Langue-RASS/FHIR/JDV-J82-Langue-RASS,20240927120000,active,"1.2.250.1.213.1.6.1.150",JDV_J82_Langue_RASS,null,"Langues (codes ISO-639) des professionnels du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J83-AutoriteEnregistrement-RASS/FHIR/JDV-J83-AutoriteEnregistrement-RASS,20240628120000,active,"1.2.250.1.213.1.6.1.151",JDV_J83_AutoriteEnregistrement_RASS,null,"Autorités d'enregistrement des acteurs de santé du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J84-DepartementOM-RASS/FHIR/JDV-J84-DepartementOM-RASS,20240126120000,retired,"1.2.250.1.213.1.6.1.152",JDV_J84_DepartementOM_RASS,null,"Départements (outre-mer et Monaco inclus) pour le RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J85-StatutInscription-RASS/FHIR/JDV-J85-StatutInscription-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.153",JDV_J85_StatutInscription_RASS,null,"Statut avancement dossier de référencement personne du RASS auprès d'un ordre",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J86-NatCycleForm-RASS/FHIR/JDV-J86-NatCycleForm-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.154",JDV_J86_NatCycleForm_RASS,null,"Natures du cycle de formation des professionnels du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J87-NiveauFormAcquis-RASS/FHIR/JDV-J87-NiveauFormAcquis-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.155",JDV_J87_NiveauFormAcquis_RASS,null,"Niveau de formation acquis dans le cycle de formation des professionnels du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J88-AnneeUniversitaire-RASS/FHIR/JDV-J88-AnneeUniversitaire-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.156",JDV_J88_AnneeUniversitaire_RASS,null,"Années universitaires des professionnels du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J89-CategorieProfessionnelle-RASS/FHIR/JDV-J89-CategorieProfessionnelle-RASS,20240329120000,active,"1.2.250.1.213.1.6.1.157",JDV_J89_CategorieProfessionnelle_RASS,null,"Catégories professionnelles dans le RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J90-AttributionParticuliere-RASS/FHIR/JDV-J90-AttributionParticuliere-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.158",JDV_J90_AttributionParticuliere_RASS,null,"Attributions particulières obtenues par certains professionnels du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J91-TypeSavoirFaire-RASS/FHIR/JDV-J91-TypeSavoirFaire-RASS,20240329120000,active,"1.2.250.1.213.1.6.1.159",JDV_J91_TypeSavoirFaire_RASS,null,"Types de savoir-faire des professionnels du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J92-MotifFinActivite-RASS/FHIR/JDV-J92-MotifFinActivite-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.160",JDV_J92_MotifFinActivite_RASS,null,"Motifs de fin d'activité d'un professionnel du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J93-RegionOM-RASS/FHIR/JDV-J93-RegionOM-RASS,20240126120000,retired,"1.2.250.1.213.1.6.1.161",JDV_J93_RegionOM_RASS,null,"Régions (outre-mer et Monaco inclus) dans le RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J94-GenreActivite-RASS/FHIR/JDV-J94-GenreActivite-RASS,20240329120000,active,"1.2.250.1.213.1.6.1.162",JDV_J94_GenreActivite_RASS,null,"Activités des professionnels RASS nécessitant des règles de gestion spécifiques",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J95-ModeExercice-RASS/FHIR/JDV-J95-ModeExercice-RASS,20210827120000,active,"1.2.250.1.213.1.6.1.163",JDV_J95_ModeExercice_RASS,null,"Modes d'exercice du professionnel du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J96-TypeActiviteLiberale-RASS/FHIR/JDV-J96-TypeActiviteLiberale-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.164",JDV_J96_TypeActiviteLiberale_RASS,null,"Types d'activité libérale des professionnels du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J97-StatutProfessionnelSSA-RASS/FHIR/JDV-J97-StatutProfessionnelSSA-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.165",JDV_J97_StatutProfessionnelSSA_RASS,null,"Statuts des professionnels du Service de Santé des Armées dans le RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J98-StatutHospitalier-RASS/FHIR/JDV-J98-StatutHospitalier-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.166",JDV_J98_StatutHospitalier_RASS,null,"Statut des professionnels intervenant dans un hôpital dans le RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/JDV_J99-InseeNAFrav2Niveau5-RASS/FHIR/JDV-J99-InseeNAFrav2Niveau5-RASS,20200424120000,active,"1.2.250.1.213.1.6.1.167",JDV_J99_InseeNAFrav2Niveau5_RASS,null,"Sous-classes de la Nomenclature Activités Française (INSEE) des prof du RASS",,"Internal"
https://mos.esante.gouv.fr/NOS/TRE_R221-ModeleDocumentCDANonStructure/FHIR/TRE-R221-ModeleDocumentCDANonStructure?vs,1.1.0,active,,JDV_TRE_R221_ModeleDocumentCDANonStructure,JDV-ModeleDocumentCDANonStructure,"JDV avec l'ensemble des codes actifs de la TRE_R221_ModeleDocumentCDANonStructure",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.1,20230427000000,active,"1.2.250.1.213.1.1.4.2.1",JDV_UFCV_MatImpl_CISIS,JDV_UFCV_MatImpl_CISIS,"JDV_UFCV_MatImpl_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.10,20100101000000,active,"1.2.250.1.213.1.1.4.2.10",JDV_UFCV_CompProt_CISIS,JDV_UFCV_CompProt_CISIS,"JDV_UFCV_CompProt_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.11,20230427000000,active,"1.2.250.1.213.1.1.4.2.11",JDV_UFCV_TypeDMCard_CISIS,JDV_UFCV_TypeDMCard_CISIS,"JDV_UFCV_TypeDMCard_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.12,20100101000000,active,"1.2.250.1.213.1.1.4.2.12",JDV_UFCV_MotImplEndoC_CISIS,JDV_UFCV_MotImplEndoC_CISIS,"JDV_UFCV_MotImplEndoC_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.13,20100101000000,active,"1.2.250.1.213.1.1.4.2.13",JDV_UFCV_MotImpl_CISIS,JDV_UFCV_MotImpl_CISIS,"JDV_UFCV_MotImpl_CISIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.14,20100101000000,active,"1.2.250.1.213.1.1.4.2.14",JDV_UFCV_TypEndoC_CISIS,JDV_UFCV_TypEndoC_CISIS,"JDV_UFCV_TypEndoC_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.15,20240719000000,active,"1.2.250.1.213.1.1.4.2.15",JDV_UFCV_Impl_CISIS,JDV_UFCV_Impl_CISIS,"JDV_UFCV_Impl_CISIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.16,20230427000000,active,"1.2.250.1.213.1.1.4.2.16",JDV_UFCV_TypVal_CISIS,JDV_UFCV_TypVal_CISIS,"JDV_UFCV_TypVal_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.17,20100101000000,active,"1.2.250.1.213.1.1.4.2.17",JDV_UFCV_Connx_CISIS,JDV_UFCV_Connx_CISIS,"JDV_UFCV_Connx_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.18,20100101000000,active,"1.2.250.1.213.1.1.4.2.18",JDV_UFCV_EffetINR_CISIS,JDV_UFCV_EffetINR_CISIS,"JDV_UFCV_EffetINR_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.19,20240716000000,active,"1.2.250.1.213.1.1.4.2.19",JDV_UFCV_CodEntree_CISIS,JDV_UFCV_CodEntree_CISIS,"JDV_UFCV_CodEntree_CISIS",,"Internal,Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.2,20230707000000,active,"1.2.250.1.213.1.1.4.2.2",JDV_UFCV_SiteImp_CISIS,JDV_UFCV_SiteImp_CISIS,"JDV_UFCV_SiteImp_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.20,20240719000000,active,"1.2.250.1.213.1.1.4.2.20",JDV_UFCV_TypEndoPt_CISIS,JDV_UFCV_TypEndoPt_CISIS,"JDV_UFCV_TypEndoPt_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.281.1,20240718000000,active,"1.2.250.1.213.1.1.4.2.281.1",JDV_OMSEchPerf_CISIS,JDV_OMSEchPerf_CISIS,"JDV_OMSEchPerf_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.281.13,20100101000000,active,"1.2.250.1.213.1.1.4.2.281.13",JDV_PhaseCancer_CISIS,JDV_PhaseCancer_CISIS,"JDV_PhaseCancer_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.281.16,20100101000000,active,"1.2.250.1.213.1.1.4.2.281.16",JDV_StatutQuorum_CISIS,JDV_StatutQuorum_CISIS,"JDV_StatutQuorum_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.281.17,20100101000000,active,"1.2.250.1.213.1.1.4.2.281.17",JDV_StatutCasPresente_CISIS,JDV_StatutCasPresente_CISIS,"JDV_StatutCasPresente_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.281.2,20240405000000,active,"1.2.250.1.213.1.1.4.2.281.2",JDV_OMSInterpret_CISIS,JDV_OMSInterpret_CISIS,"JDV_OMSInterpret_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.281.21,20210922000000,active,"1.2.250.1.213.1.1.4.2.281.21",JDV_Tumeur_CISIS,JDV_Tumeur_CISIS,"JDV_Tumeur_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.281.8,20100101000000,active,"1.2.250.1.213.1.1.4.2.281.8",JDV_NatureDiscussion_CISIS,JDV_NatureDiscussion_CISIS,"JDV_NatureDiscussion_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.283.1,20231114000000,active,"1.2.250.1.213.1.1.4.2.283.1",JDV_HealthStatusCodes_CISIS,JDV_HealthStatusCodes_CISIS,"JDV_HealthStatusCodes_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.4.2.283.4,20230330000000,active,"1.2.250.1.213.1.1.4.2.283.4",JDV_SocialHistoryCodes_CISIS,JDV_SocialHistoryCodes_CISIS,"JDV_SocialHistoryCodes_CISIS",,"Other"
